freq,unit,isced11,indic_wb,sex,age,geo\TIME_PERIOD	2013 	2014 	2015 
A,RTG,TOTAL,LEGTST,F,Y_GE16,SK	3.7 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE16,TR	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE16,UK	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,AT	5.6 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,BE	5.0 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,BG	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,CH	6.9 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,CY	4.4 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,CZ	3.9 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,DE	5.6 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,DK	7.3 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,EA20	: 	4.3 e	4.3 e
A,RTG,TOTAL,LEGTST,F,Y_GE75,EE	5.1 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,EL	4.4 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,ES	3.2 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,EU	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,EU27_2020	4.5 e	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,EU28	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,FI	7.3 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,FR	4.4 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,HR	3.5 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,HU	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,IE	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,IS	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,IT	3.5 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,LT	5.0 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,LU	5.1 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,LV	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,ME	4.5 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,MK	4.4 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,MT	5.3 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,NL	6.0 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,NO	7.4 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,PL	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,PT	3.1 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,RO	5.6 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,RS	3.8 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,SE	6.9 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,SI	2.3 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,SK	3.7 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,TR	6.0 	: 	: 
A,RTG,TOTAL,LEGTST,F,Y_GE75,UK	5.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-19,EA20	: 	4.8 e	4.8 e
A,RTG,TOTAL,LEGTST,M,Y16-24,AT	6.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,BE	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,BG	2.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,CH	6.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,CY	3.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,CZ	4.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,DE	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,DK	7.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,EA20	: 	4.6 e	4.6 e
A,RTG,TOTAL,LEGTST,M,Y16-24,EE	5.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,EL	3.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,ES	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,EU	4.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,EU27_2020	4.7 e	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,EU28	4.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,FI	7.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,FR	4.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,HR	3.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,HU	5.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,IE	4.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,IS	5.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,IT	3.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,LT	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,LU	5.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,LV	4.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,ME	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,MK	3.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,MT	4.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,NL	6.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,NO	6.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,PL	4.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,PT	3.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,RO	5.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,RS	3.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,SE	6.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,SI	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,SK	3.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,TR	5.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-24,UK	5.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y16-29,EA20	: 	4.5 e	4.5 e
A,RTG,TOTAL,LEGTST,M,Y20-24,EA20	: 	4.4 e	4.4 e
A,RTG,TOTAL,LEGTST,M,Y25-29,EA20	: 	4.5 e	4.5 e
A,RTG,TOTAL,LEGTST,M,Y25-34,AT	6.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,BE	5.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,BG	2.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,CH	7.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,CY	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,CZ	4.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,DE	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,DK	7.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,EA20	: 	4.4 e	4.4 e
A,RTG,TOTAL,LEGTST,M,Y25-34,EE	5.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,EL	3.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,ES	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,EU	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,EU27_2020	4.5 e	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,EU28	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,FI	6.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,FR	4.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,HR	2.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,HU	5.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,IE	5.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,IS	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,IT	3.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,LT	4.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,LU	5.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,LV	4.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,ME	4.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,MK	4.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,MT	4.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,NL	6.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,NO	6.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,PL	4.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,PT	3.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,RO	5.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,RS	3.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,SE	6.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,SI	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,SK	3.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,TR	5.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y25-34,UK	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,AT	6.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,BE	5.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,BG	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,CH	7.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,CY	3.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,CZ	3.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,DE	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,DK	7.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,EA20	: 	4.4 e	4.4 e
A,RTG,TOTAL,LEGTST,M,Y35-49,EE	5.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,EL	4.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,ES	3.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,EU	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,EU27_2020	4.5 e	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,EU28	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,FI	7.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,FR	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,HR	3.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,HU	5.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,IE	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,IS	5.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,IT	3.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,LT	4.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,LU	5.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,LV	4.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,ME	4.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,MK	4.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,MT	4.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,NL	6.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,NO	7.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,PL	4.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,PT	2.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,RO	5.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,RS	3.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,SE	6.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,SI	2.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,SK	3.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,TR	5.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y35-49,UK	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,AT	6.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,BE	4.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,BG	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,CH	7.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,CY	3.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,CZ	3.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,DE	5.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,DK	7.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,EA20	: 	4.4 e	4.4 e
A,RTG,TOTAL,LEGTST,M,Y50-64,EE	4.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,EL	4.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,ES	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,EU	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,EU27_2020	4.5 e	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,EU28	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,FI	7.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,FR	4.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,HR	3.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,HU	4.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,IE	4.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,IS	5.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,IT	3.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,LT	4.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,LU	5.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,LV	4.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,ME	4.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,MK	4.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,MT	4.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,NL	6.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,NO	7.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,PL	3.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,PT	2.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,RO	5.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,RS	3.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,SE	6.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,SI	2.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,SK	3.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,TR	5.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y50-64,UK	5.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,AT	5.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,BE	4.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,BG	2.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,CH	6.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,CY	4.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,CZ	3.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,DE	5.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,DK	7.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,EA20	: 	4.5 e	4.5 e
A,RTG,TOTAL,LEGTST,M,Y65-74,EE	5.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,EL	4.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,ES	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,EU	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,EU27_2020	4.6 e	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,EU28	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,FI	7.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,FR	4.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,HR	3.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,HU	5.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,IE	5.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,IS	5.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,IT	3.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,LT	4.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,LU	5.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,LV	4.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,ME	4.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,MK	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,MT	5.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,NL	6.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,NO	7.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,PL	4.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,PT	2.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,RO	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,RS	3.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,SE	6.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,SI	2.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,SK	3.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,TR	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y65-74,UK	5.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,AT	6.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,BE	5.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,BG	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,CH	7.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,CY	3.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,CZ	3.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,DE	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,DK	7.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,EA20	: 	4.5 e	4.5 e
A,RTG,TOTAL,LEGTST,M,Y_GE16,EE	5.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,EL	4.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,ES	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,EU	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,EU27_2020	4.6 e	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,EU28	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,FI	7.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,FR	4.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,HR	3.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,HU	5.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,IE	5.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,IS	5.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,IT	3.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,LT	4.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,LU	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,LV	4.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,ME	4.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,MK	4.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,MT	4.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,NL	6.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,NO	7.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,PL	4.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,PT	2.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,RO	5.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,RS	3.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,SE	6.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,SI	2.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,SK	3.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,TR	5.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE16,UK	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,AT	5.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,BE	5.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,BG	3.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,CH	7.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,CY	4.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,CZ	3.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,DE	6.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,DK	7.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,EA20	: 	4.7 e	4.7 e
A,RTG,TOTAL,LEGTST,M,Y_GE75,EE	5.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,EL	4.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,ES	3.2 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,EU	4.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,EU27_2020	4.7 e	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,EU28	4.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,FI	7.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,FR	4.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,HR	3.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,HU	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,IE	5.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,IS	5.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,IT	3.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,LT	5.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,LU	5.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,LV	4.5 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,ME	4.3 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,MK	4.9 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,MT	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,NL	6.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,NO	7.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,PL	4.1 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,PT	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,RO	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,RS	3.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,SE	6.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,SI	2.8 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,SK	3.6 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,TR	5.7 	: 	: 
A,RTG,TOTAL,LEGTST,M,Y_GE75,UK	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-19,EA20	: 	4.8 e	4.8 e
A,RTG,TOTAL,LEGTST,T,Y16-24,AT	6.3 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,BE	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,BG	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,CH	6.9 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,CY	3.6 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,CZ	4.4 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,DE	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,DK	7.2 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,EA20	: 	4.6 e	4.6 e
A,RTG,TOTAL,LEGTST,T,Y16-24,EE	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,EL	4.0 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,ES	3.0 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,EU	4.8 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,EU27_2020	4.8 e	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,EU28	4.8 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,FI	7.1 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,FR	4.5 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,HR	3.4 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,HU	5.4 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,IE	4.9 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,IS	5.5 	: 	: 
A,RTG,TOTAL,LEGTST,T,Y16-24,IT	3.8 	: 	: 
